KM,bookcallnum,title,author,year,month,page,specattr,sprocess,specpath,fullspecpath,localpath,hue,saturation,brightness,cluster,title_c,author_c,year_c,specattr_c,sprocess_c,cluster_c
635,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1867,August,271b,American Photolithographic Co.,Photolithograph,specimens_resized/635_S.JPG,specimens_resized_panel/635_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/635_S.JPG,228.0,0.036753009246054624,0.6049290317979042,7,0,0,7,7,5,1
636,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1867,September,273a,None,Albumen silver print,specimens_resized/636_S.JPG,specimens_resized_panel/636_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/636_S.JPG,41.0,0.1414248263719735,0.5923808024591052,6,0,0,7,0,0,3
637,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1867,October,305a,George H. Fennemore and F.S. Keeler ,Salted paper print,specimens_resized/637_S.JPG,specimens_resized_panel/637_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/637_S.JPG,34.0,0.12227232127153108,0.5586504615143929,5,0,0,7,7,7,2
638,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1867,November,337a,None,Albumen silver print,specimens_resized/638_S.JPG,specimens_resized_panel/638_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/638_S.JPG,35.0,0.14245187133636547,0.6099020115642941,5,0,0,7,0,0,2
639,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1868,January,1a,None,Albumen silver print,specimens_resized/639_S.JPG,specimens_resized_panel/639_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/639_S.JPG,53.0,0.14571848988901914,0.564189644607843,6,0,0,7,0,0,3
640,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1868,March,67a,None,Albumen silver print,specimens_resized/640_S.JPG,specimens_resized_panel/640_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/640_S.JPG,35.0,0.11428735541788294,0.5977343144178574,6,0,0,7,0,0,3
641,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1868,May,151a,None,Albumen silver print,specimens_resized/641_S.JPG,specimens_resized_panel/641_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/641_S.JPG,44.0,0.12370891259560825,0.5528970380525091,6,0,0,7,0,0,3
642,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1868,June,184b,None,Albumen silver print,specimens_resized/642_S.JPG,specimens_resized_panel/642_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/642_S.JPG,35.0,0.1261786814862713,0.5688771446078432,3,0,0,7,0,0,4
643,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1868,July,217a,Schreiber & Son,Albumen silver print,specimens_resized/643_S.JPG,specimens_resized_panel/643_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/643_S.JPG,43.0,0.16174209817875562,0.5546317623434917,5,0,0,7,7,0,2
645,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1868,September,315a,Schreiber & Son,Albumen silver print,specimens_resized/645_S.JPG,specimens_resized_panel/645_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/645_S.JPG,44.0,0.15580572294829806,0.6102966860396852,6,0,0,7,7,0,3
646,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1868,October,347a,F.S. Keeler,Albumen silver print,specimens_resized/646_S.JPG,specimens_resized_panel/646_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/646_S.JPG,32.0,0.19399307413368266,0.5312296303656597,5,0,0,7,7,0,2
647,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1868,December,411a,None,Albumen silver print,specimens_resized/647_S.JPG,specimens_resized_panel/647_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/647_S.JPG,32.0,0.10083451092973662,0.5805735616615066,5,0,0,7,0,0,2
648,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1869,January,1a ,None,Albumen silver print,specimens_resized/648_S.JPG,specimens_resized_panel/648_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/648_S.JPG,22.0,0.15871315273272354,0.5891464460784314,11,0,0,7,0,0,0
649,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1869,Febraury,33a,F. Gutekunst,Albumen silver print,specimens_resized/649_S.JPG,specimens_resized_panel/649_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/649_S.JPG,40.0,0.12416428179822593,0.5873858678086618,5,0,0,7,1,0,2
650,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1869,March,65a,Gihon & Jones,Albumen silver print,specimens_resized/650_S.JPG,specimens_resized_panel/650_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/650_S.JPG,40.0,0.17913951206334555,0.5267367595186222,5,0,0,7,7,0,2
651,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1869,April,97a,Gihon & Jones,Albumen silver print,specimens_resized/651_S.JPG,specimens_resized_panel/651_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/651_S.JPG,47.0,0.16077352919941784,0.5781284649276375,6,0,0,7,7,0,3
652,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1869,May,137a,A.J. Fox,Albumen silver print,specimens_resized/652_S.JPG,specimens_resized_panel/652_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/652_S.JPG,56.0,0.042104542872788905,0.5626751129373317,6,0,0,7,7,0,3
653,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1869,June,173a,W.J. Baker,Albumen silver print,specimens_resized/653_S.JPG,specimens_resized_panel/653_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/653_S.JPG,238.0,0.12595280884939886,0.5814903970847599,2,0,0,7,7,0,5
654,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1869,June,204b,"Wilson, Hood & Co.",Albumen silver print,specimens_resized/654_S.JPG,specimens_resized_panel/654_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/654_S.JPG,38.0,0.17150463736925628,0.5953403597015731,6,0,0,7,7,0,3
655,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1869,October,325a,None,Albumen silver print,specimens_resized/655_S.JPG,specimens_resized_panel/655_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/655_S.JPG,32.0,0.2150647384702368,0.5795346503986211,5,0,0,7,0,0,2
656,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1869,December,389a,None,Albumen silver print,specimens_resized/656_S.JPG,specimens_resized_panel/656_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/656_S.JPG,42.0,0.05697394367104777,0.5759984959893047,8,0,0,7,0,0,6
657,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1870,January,1a ,Woodbury Photo-Relief Co.,Woodburytype,specimens_resized/657_S.JPG,specimens_resized_panel/657_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/657_S.JPG,288.0,0.05739705699598061,0.5518000577821802,11,0,0,7,7,7,0
658,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1870,March,65a,William H. Rhoads,Albumen silver print,specimens_resized/658_S.JPG,specimens_resized_panel/658_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/658_S.JPG,36.0,0.1755634046879514,0.5737942732144672,5,0,0,7,4,0,2
659,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1870,May,145a,William H. Rhoads,Albumen silver print,specimens_resized/659_S.JPG,specimens_resized_panel/659_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/659_S.JPG,38.0,0.18896279749699832,0.5690824410904712,5,0,0,7,4,0,2
660,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1870,June,185a,None,Albumen silver print,specimens_resized/660_S.JPG,specimens_resized_panel/660_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/660_S.JPG,25.0,0.14923771572688393,0.5566096652476779,2,0,0,7,0,0,5
661,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1870,July,225a,None,Albumen silver print,specimens_resized/661_S.JPG,specimens_resized_panel/661_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/661_S.JPG,73.0,0.18439965596148788,0.5560417624080882,2,0,0,7,0,0,5
662,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1870,October,337a,William H. Rhoads,Albumen silver print,specimens_resized/662_S.JPG,specimens_resized_panel/662_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/662_S.JPG,47.0,0.18685548359192566,0.5290195227396514,1,0,0,7,4,0,7
663,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1870,November,369a,None,Albumen silver print,specimens_resized/663_S.JPG,specimens_resized_panel/663_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/663_S.JPG,31.0,0.10816889857618887,0.5778005549129764,10,0,0,7,0,0,7
664,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1871,February,33a,William H. Rhoads,Albumen silver print,specimens_resized/664_S.JPG,specimens_resized_panel/664_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/664_S.JPG,39.0,0.1021662878210217,0.5948943014705882,6,0,0,7,4,0,3
665,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1871,March,65a,William H. Rhoads,Albumen silver print,specimens_resized/665_S.JPG,specimens_resized_panel/665_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/665_S.JPG,42.0,0.08097016483642865,0.5758277855060944,7,0,0,7,4,0,1
666,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1871,April,97a,William H. Rhoads,Albumen silver print,specimens_resized/666_S.JPG,specimens_resized_panel/666_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/666_S.JPG,32.0,0.11543920311052372,0.5995551924473492,7,0,0,7,4,0,1
667,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1871,May,130a,William H. Rhoads,Albumen silver print,specimens_resized/667_S.JPG,specimens_resized_panel/667_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/667_S.JPG,211.0,0.15065314220355838,0.5812811159620098,5,0,0,7,4,0,2
668,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1871,May,129b,William H. Rhoads,Albumen silver print,specimens_resized/668_S.JPG,specimens_resized_panel/668_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/668_S.JPG,219.0,0.15748149210909254,0.5493644909080949,5,0,0,7,4,0,2
669,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1871,June,161a,William F. Carnall,Albumen silver print,specimens_resized/669_S.JPG,specimens_resized_panel/669_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/669_S.JPG,66.0,0.18564804319862066,0.6098651119101487,0,0,0,7,7,0,7
670,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1871,July,193a,Gihon & Jones,Albumen silver print,specimens_resized/670_S.JPG,specimens_resized_panel/670_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/670_S.JPG,221.0,0.14136288002265354,0.6019987204440599,2,0,0,7,7,0,5
671,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1871,August,249a,Dinmore & Wilson,Albumen silver print,specimens_resized/671_S.JPG,specimens_resized_panel/671_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/671_S.JPG,73.0,0.10444233610275687,0.5875167494882569,0,0,0,7,7,0,7
672,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1871,August,248b,Dinmore & Wilson,Albumen silver print,specimens_resized/672_S.JPG,specimens_resized_panel/672_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/672_S.JPG,68.0,0.156278256491811,0.5966756876361656,5,0,0,7,7,0,2
673,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1871,September,281a,William H. Rhoads,Albumen silver print,specimens_resized/673_S.JPG,specimens_resized_panel/673_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/673_S.JPG,31.0,0.11722054293199535,0.5711079516441994,8,0,0,7,4,0,6
674,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1871,November,345a,William H. Rhoads,Albumen silver print,specimens_resized/674_S.JPG,specimens_resized_panel/674_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/674_S.JPG,44.0,0.14788812222684766,0.5516458838690115,1,0,0,7,4,0,7
675,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1871,December,377a,American Photo-Relief Co.,Woodburytype,specimens_resized/675_S.JPG,specimens_resized_panel/675_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/675_S.JPG,261.0,0.07682076566241566,0.4763411073228174,7,0,0,7,7,7,1
676,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1872,February,33a,William H. Rhoads,Albumen silver print,specimens_resized/676_S.JPG,specimens_resized_panel/676_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/676_S.JPG,43.0,0.14021834198765998,0.5807319223985891,6,0,0,7,4,0,3
677,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1872,March,65a,Dinmore & Wilson,Albumen silver print,specimens_resized/677_S.JPG,specimens_resized_panel/677_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/677_S.JPG,38.0,0.10900096543997413,0.5855084937980717,2,0,0,7,7,0,5
678,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1872,May,129a,None,Albumen silver print,specimens_resized/678_S.JPG,specimens_resized_panel/678_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/678_S.JPG,38.0,0.17666463576688413,0.5695474745677841,6,0,0,7,0,0,3
679,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1872,June,161a,William H. Rhoads,Albumen silver print,specimens_resized/679_S.JPG,specimens_resized_panel/679_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/679_S.JPG,36.0,0.139779570686525,0.5807422553673368,2,0,0,7,4,0,5
680,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1872,July,241a,J.B. Obernetter,Collotype,specimens_resized/680_S.JPG,specimens_resized_panel/680_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/680_S.JPG,222.0,0.05795834217618796,0.5928303908461781,11,0,0,7,3,1,0
681,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1872,August,273a,Dinmore & Wilson,Albumen silver print,specimens_resized/681_S.JPG,specimens_resized_panel/681_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/681_S.JPG,39.0,0.1061497628929724,0.5633935313990461,1,0,0,7,7,0,7
682,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1872,September,305a,None,Albumen silver print,specimens_resized/682_S.JPG,specimens_resized_panel/682_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/682_S.JPG,33.0,0.185395455910054,0.5564022807398822,7,0,0,7,0,0,1
683,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1872,October,337a,Suddards & Fennemore,Albumen silver print,specimens_resized/683_S.JPG,specimens_resized_panel/683_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/683_S.JPG,230.0,0.11294758017119295,0.6024172958834071,6,0,0,7,7,0,3
684,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1872,December,401a,None,Albumen silver print,specimens_resized/684_S.JPG,specimens_resized_panel/684_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/684_S.JPG,36.0,0.17359789371236534,0.5399071134135472,5,0,0,7,0,0,2
685,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1873,March,65a,Warren & Heald,Albumen silver print,specimens_resized/685_S.JPG,specimens_resized_panel/685_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/685_S.JPG,71.0,0.17978483156871536,0.5757882710375818,2,0,0,7,7,0,5
686,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1873,April,97a,None,Albumen silver print,specimens_resized/686_S.JPG,specimens_resized_panel/686_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/686_S.JPG,219.0,0.14587301569781214,0.5995751743210652,2,0,0,7,0,0,5
687,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1873,May,129a,Frank Jewell,Albumen silver print,specimens_resized/687_S.JPG,specimens_resized_panel/687_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/687_S.JPG,26.0,0.13273037137291946,0.5890471813725489,2,0,0,7,7,0,5
688,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1873,June,161a,William H. Rhoads,Albumen silver print,specimens_resized/688_S.JPG,specimens_resized_panel/688_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/688_S.JPG,219.0,0.1443464711726842,0.5939923055810866,5,0,0,7,4,0,2
689,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1873,June,160b,William H. Rhoads,Albumen silver print,specimens_resized/689_S.JPG,specimens_resized_panel/689_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/689_S.JPG,212.0,0.15353412798995922,0.5678015419130614,6,0,0,7,4,0,3
690,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1873,July,193a,W. J. Baker,Albumen silver print,specimens_resized/690_S.JPG,specimens_resized_panel/690_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/690_S.JPG,42.0,0.22187982525019212,0.6337148085585584,2,0,0,7,7,0,5
691,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1873,July,192b,W. J. Baker,Albumen silver print,specimens_resized/691_S.JPG,specimens_resized_panel/691_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/691_S.JPG,82.0,0.2350012087581216,0.6121488184177414,6,0,0,7,7,0,3
692,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1873,August,225a,James R. Osgood & Co.,Collotype,specimens_resized/692_S.JPG,specimens_resized_panel/692_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/692_S.JPG,242.0,0.044200304170458116,0.5908372611865259,11,0,0,7,7,1,0
693,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1873,August,224b,James R. Osgood & Co.,Collotype,specimens_resized/693_S.JPG,specimens_resized_panel/693_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/693_S.JPG,249.0,0.034449929208104337,0.5842082153717103,11,0,0,7,7,1,0
694,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1873,September,257a,William H. Rhoads,Albumen silver print,specimens_resized/694_S.JPG,specimens_resized_panel/694_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/694_S.JPG,212.0,0.15827551256012792,0.5783196161987522,0,0,0,7,4,0,7
695,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1873,September,256b ,William H. Rhoads,Albumen silver print,specimens_resized/695_S.JPG,specimens_resized_panel/695_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/695_S.JPG,203.0,0.1936035257044333,0.5984001767143321,2,0,0,7,4,0,5
696,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1873,October,481a,Schreiber & Son,Albumen silver print,specimens_resized/696_S.JPG,specimens_resized_panel/696_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/696_S.JPG,40.0,0.23792195069574665,0.5418885728173951,1,0,0,7,7,0,7
697,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1873,November,517a,None,Albumen silver print,specimens_resized/697_S.JPG,specimens_resized_panel/697_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/697_S.JPG,227.0,0.08798965066784455,0.5592990451388887,6,0,0,7,0,0,3
698,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1873,December,549a,Trask & Bacon,Albumen silver print,specimens_resized/698_S.JPG,specimens_resized_panel/698_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/698_S.JPG,224.0,0.1804311941854176,0.5759042042743023,5,0,0,7,7,0,2
699,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1874,January,1a,William H. Rhoads,Albumen silver print,specimens_resized/699_S.JPG,specimens_resized_panel/699_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/699_S.JPG,33.0,0.22151582533491715,0.471234117002064,8,0,0,6,4,0,6
700,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1874,February,33a,None,Albumen silver print,specimens_resized/700_S.JPG,specimens_resized_panel/700_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/700_S.JPG,23.0,0.137902500006303,0.5584830303649237,2,0,0,6,0,0,5
701,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1874,April,97a,None,Albumen silver print,specimens_resized/701_S.JPG,specimens_resized_panel/701_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/701_S.JPG,54.0,0.16019984056811407,0.5787987711976682,2,0,0,6,0,0,5
702,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1874,May,129a,William H. Rhoads,Albumen silver print,specimens_resized/702_S.JPG,specimens_resized_panel/702_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/702_S.JPG,63.0,0.18451586637927805,0.548970405077792,2,0,0,6,4,0,5
703,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1874,May,128b,William H. Rhoads,Albumen silver print,specimens_resized/703_S.JPG,specimens_resized_panel/703_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/703_S.JPG,28.0,0.1925326797007005,0.5603049527737924,2,0,0,6,4,0,5
704,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1874,June,162a,William H. Rhoads,Albumen silver print,specimens_resized/704_S.JPG,specimens_resized_panel/704_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/704_S.JPG,37.0,0.2209545953595195,0.5583113828610712,5,0,0,6,4,0,2
705,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1874,July,193a,William H. Rhoads,Albumen silver print,specimens_resized/705_S.JPG,specimens_resized_panel/705_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/705_S.JPG,32.0,0.2309406927428257,0.532192611946464,0,0,0,6,4,0,7
706,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1874,July,192b,William H. Rhoads,Albumen silver print,specimens_resized/706_S.JPG,specimens_resized_panel/706_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/706_S.JPG,36.0,0.18413705929082969,0.5435945871808026,0,0,0,6,4,0,7
707,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1874,August,225a,J. Barhydt,Albumen silver print,specimens_resized/707_S.JPG,specimens_resized_panel/707_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/707_S.JPG,35.0,0.18005400001193847,0.5225674524617538,0,0,0,6,7,0,7
708,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1874,August,224b,J. Barhydt,Albumen silver print,specimens_resized/708_S.JPG,specimens_resized_panel/708_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/708_S.JPG,26.0,0.19019802594002752,0.5446992174062607,0,0,0,6,7,0,7
709,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1874,September,257a, G. Sommer,Albumen silver print,specimens_resized/709_S.JPG,specimens_resized_panel/709_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/709_S.JPG,222.0,0.0989257257981739,0.5559784088756275,7,0,0,6,7,0,1
710,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1874,September,256b , G. Sommer,Albumen silver print,specimens_resized/710_S.JPG,specimens_resized_panel/710_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/710_S.JPG,222.0,0.11690186050006247,0.5633695703161646,7,0,0,6,7,0,1
711,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1874,October,289a,William H. Rhoads,Albumen silver print,specimens_resized/711_S.JPG,specimens_resized_panel/711_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/711_S.JPG,34.0,0.2533078347795392,0.5427406243036988,5,0,0,6,4,0,2
712,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1874,October,288b,William H. Rhoads,Albumen silver print,specimens_resized/712_S.JPG,specimens_resized_panel/712_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/712_S.JPG,29.0,0.23923732261866276,0.5592573327407886,5,0,0,6,4,0,2
713,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1874,November,321a,G. M. Elton,Albumen silver print,specimens_resized/713_S.JPG,specimens_resized_panel/713_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/713_S.JPG,43.0,0.198445998239895,0.5492175451641331,5,0,0,6,7,0,2
714,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1874,November,320b,G. M. Elton,Albumen silver print,specimens_resized/714_S.JPG,specimens_resized_panel/714_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/714_S.JPG,41.0,0.16902615503601834,0.5560113698257081,0,0,0,6,7,0,7
715,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1874,December,353a,W.A. Mansell & Co.,Albumen silver print,specimens_resized/715_S.JPG,specimens_resized_panel/715_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/715_S.JPG,36.0,0.10042101617337153,0.509232054830359,7,0,0,6,7,0,1
716,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1874,December,352b,W.A. Mansell & Co.,Albumen silver print,specimens_resized/716_S.JPG,specimens_resized_panel/716_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/716_S.JPG,48.0,0.10139978224987134,0.535365080153683,8,0,0,6,7,0,6
717,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1875,January,1a,None,Albumen silver print,specimens_resized/717_S.JPG,specimens_resized_panel/717_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/717_S.JPG,45.0,0.11901000348505075,0.5793839208477508,2,0,0,7,0,0,5
718,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1875,January,1b,None,Albumen silver print,specimens_resized/718_S.JPG,specimens_resized_panel/718_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/718_S.JPG,61.0,0.11693875101810546,0.5757882374441003,2,0,0,7,0,0,5
719,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1875,February,33a,William H. Rhoads,Albumen silver print,specimens_resized/719_S.JPG,specimens_resized_panel/719_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/719_S.JPG,40.0,0.152122335515727,0.5529328363289759,0,0,0,7,4,0,7
720,TR 1. W7,Philadelphia Photographer,Edward L. Wilson,1875,February,32b,William H. Rhoads,Albumen silver print,specimens_resized/720_S.JPG,specimens_resized_panel/720_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/720_S.JPG,37.0,0.1809675223585748,0.5328919912559618,5,0,0,7,4,0,2
