KM,bookcallnum,title,author,year,month,page,specattr,sprocess,specpath,fullspecpath,localpath,hue,saturation,brightness,cluster,title_c,author_c,year_c,specattr_c,sprocess_c,cluster_c
463,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1893,September,192b,"Meisenbach, Riffarth & Co. ",Photogravure,specimens_resized/463_S.JPG,specimens_resized_panel/463_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/463_S.JPG,229.0,0.05120685337243582,0.5341458065466623,3,2,1,3,7,2,4
464,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1893,October,216b,E. Schreiber,Collotype,specimens_resized/464_S.JPG,specimens_resized_panel/464_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/464_S.JPG,47.0,0.060253275908954934,0.5912405375561683,3,2,1,3,7,1,4
465,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1893,November,232b,Vereinigten Fabriken Photographie Papiere,Collodion POP,specimens_resized/465_S.JPG,specimens_resized_panel/465_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/465_S.JPG,47.0,0.06919937240490869,0.6165198631535946,2,2,1,3,7,4,5
466,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1893,December,276b,Georg Buxenstein & Co.,Photogravure,specimens_resized/466_S.JPG,specimens_resized_panel/466_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/466_S.JPG,245.0,0.04131158179619762,0.588654591417719,3,2,1,3,7,2,4
467,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1893,December,288b,"Meisenbach, Riffarth & Co. ",Photogravure,specimens_resized/467_S.JPG,specimens_resized_panel/467_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/467_S.JPG,243.0,0.04748113296375449,0.5705891078741623,7,2,1,3,7,2,1
468,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1894,January,304b,Georg Buxenstein & Co.,Collotype,specimens_resized/468_S.JPG,specimens_resized_panel/468_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/468_S.JPG,250.0,0.05879864009258904,0.6214996121453902,7,2,1,1,7,1,1
469,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1894,January,324b,E. Schreiber,Collotype,specimens_resized/469_S.JPG,specimens_resized_panel/469_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/469_S.JPG,38.0,0.07624619550649445,0.6057672213622289,7,2,1,1,7,1,1
470,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1894,February,343b,E. Albert,Photogravure,specimens_resized/470_S.JPG,specimens_resized_panel/470_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/470_S.JPG,236.0,0.06026396037814211,0.6047197403670771,11,2,1,1,7,2,0
471,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1894,March,376b,Georg Buxenstein & Co.,Collotype,specimens_resized/471_S.JPG,specimens_resized_panel/471_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/471_S.JPG,35.0,0.048609535756420776,0.5923567051820728,7,2,1,1,7,1,1
472,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1894,March,392b,Joseph Albert,Photogravure,specimens_resized/472_S.JPG,specimens_resized_panel/472_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/472_S.JPG,227.0,0.054374526501049236,0.5840860944225251,3,2,1,1,7,2,4
473,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1894,April,16b,J.B. Obernetter,Collotype,specimens_resized/473_S.JPG,specimens_resized_panel/473_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/473_S.JPG,228.0,0.0821403437631361,0.5848752410800385,11,2,1,1,3,1,0
474,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1894,May ,44b,Paul Schahl,Collotype,specimens_resized/474_S.JPG,specimens_resized_panel/474_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/474_S.JPG,324.0,0.030874873974700824,0.59930670005071,7,2,1,1,7,1,1
475,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1894,May,60b,J.B. Obernetter,Collotype,specimens_resized/475_S.JPG,specimens_resized_panel/475_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/475_S.JPG,218.0,0.0873818640110715,0.6144571848548163,3,2,1,1,3,1,4
476,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1894,July,108b,Joseph Albert,Photogravure,specimens_resized/476_S.JPG,specimens_resized_panel/476_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/476_S.JPG,41.0,0.040081258306585474,0.6033725123881074,3,2,1,1,7,2,4
477,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1894,July,124b,None,Collotype,specimens_resized/477_S.JPG,specimens_resized_panel/477_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/477_S.JPG,243.0,0.06178196423983795,0.5993214988788069,7,2,1,1,0,1,1
478,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1894,August,140b,"Der Kunst- und Verlangsanstalt ""Graphos""",Collotype,specimens_resized/478_S.JPG,specimens_resized_panel/478_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/478_S.JPG,227.0,0.06534937844588404,0.6402340102707751,3,2,1,1,7,1,4
479,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1894,September,172b,J.B. Obernetter,Photogravure,specimens_resized/479_S.JPG,specimens_resized_panel/479_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/479_S.JPG,269.0,0.05632648770508155,0.4626074975775194,7,2,1,1,3,2,1
480,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1894,October,220b,J.B. Obernetter,Collotype,specimens_resized/480_S.JPG,specimens_resized_panel/480_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/480_S.JPG,231.0,0.05244637060132371,0.6447626251021242,7,2,1,1,3,1,1
481,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1894,December,284b,J.B. Obernetter,Collotype,specimens_resized/481_S.JPG,specimens_resized_panel/481_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/481_S.JPG,39.0,0.029400070952802906,0.6153022381667721,7,2,1,1,3,1,1
482,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1895,January,304b,Joseph Albert,Photogravure,specimens_resized/482_S.JPG,specimens_resized_panel/482_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/482_S.JPG,235.0,0.042833038668418505,0.6056084110473458,7,2,1,4,7,2,1
483,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1895,February,336b,Neue Photographische Gesellschaft,Gelatin silver DOP,specimens_resized/483_S.JPG,specimens_resized_panel/483_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/483_S.JPG,32.0,0.06543503718690204,0.6239029506033182,6,2,1,4,7,3,3
484,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1895,March,384b,J.B. Obernetter,Photogravure,specimens_resized/484_S.JPG,specimens_resized_panel/484_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/484_S.JPG,30.0,0.06743096156304186,0.6216762786845508,7,2,1,4,3,2,1
485,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1895,April,12b,J.B. Obernetter,Collotype,specimens_resized/485_S.JPG,specimens_resized_panel/485_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/485_S.JPG,27.0,0.08312752733447341,0.5948106553819444,7,2,1,4,3,1,1
486,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1895,June,72b,J.B. Obernetter,Photogravure,specimens_resized/486_S.JPG,specimens_resized_panel/486_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/486_S.JPG,17.0,0.05423460992397208,0.5246435917331758,7,2,1,4,3,2,1
487,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1895,July,104b,"Meisenbach, Riffarth & Co. ",Photogravure,specimens_resized/487_S.JPG,specimens_resized_panel/487_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/487_S.JPG,241.0,0.024741739023653904,0.5616538123401534,7,2,1,4,7,2,1
488,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1895,August,144b,Joseph Albert,Photogravure,specimens_resized/488_S.JPG,specimens_resized_panel/488_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/488_S.JPG,240.0,0.037469461184556616,0.5314123293296377,7,2,1,4,7,2,1
489,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1895,October,207a,J.B. Obernetter,Photogravure,specimens_resized/489_S.JPG,specimens_resized_panel/489_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/489_S.JPG,214.0,0.05502955298989437,0.5685712826797386,11,2,1,4,3,2,0
490,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1896,January,303a,Joseph Albert,Photogravure,specimens_resized/490_S.JPG,specimens_resized_panel/490_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/490_S.JPG,242.0,0.04567706313709053,0.5801984592782896,7,2,1,7,7,2,1
491,TR 1. F72,Photographische Mitheilungen,H.W. Vogel,1896,March,396b,J.B. Obernetter ,Photogravure,specimens_resized/491_S.JPG,specimens_resized_panel/491_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/491_S.JPG,220.0,0.0680715526816713,0.5537916532733312,11,2,1,7,7,2,0
518,TR 1. F84,Photographische Correspondenz,Emil Hornig,1871,None,253b,None,Collotype,specimens_resized/518_S.JPG,specimens_resized_panel/518_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/518_S.JPG,235.0,0.11160219071329372,0.6247830509107196,2,3,2,7,0,1,5
519,TR 1. F84,Photographische Correspondenz,Emil Hornig,1871,None,254b,Xaver,Albumen silver print,specimens_resized/519_S.JPG,specimens_resized_panel/519_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/519_S.JPG,242.0,0.06441305848655915,0.5799906337535014,9,3,2,7,7,0,7
520,TR 1. F84,Photographische Correspondenz,Emil Hornig,1871,None,255b,Wurm & Schlogl,Photolithograph,specimens_resized/520_S.JPG,specimens_resized_panel/520_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/520_S.JPG,251.0,0.06704187520522778,0.5613751373394185,8,3,2,7,7,5,6
521,TR 1. F84,Photographische Correspondenz,Emil Hornig,1871,None,256b ,None,Albumen silver print,specimens_resized/521_S.JPG,specimens_resized_panel/521_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/521_S.JPG,20.0,0.12293868752340725,0.5078532012368902,0,3,2,7,0,0,7
522,TR 1. F84,Photographische Correspondenz,Emil Hornig,1871,None,257b,None,Albumen silver print,specimens_resized/522_S.JPG,specimens_resized_panel/522_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/522_S.JPG,229.0,0.10031591559564168,0.5960715553977273,6,3,2,7,0,0,3
523,TR 1. F84,Photographische Correspondenz,Emil Hornig,1871,None,258b,None,Collotype,specimens_resized/523_S.JPG,specimens_resized_panel/523_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/523_S.JPG,42.0,0.07571752049975787,0.5907196893180349,9,3,2,7,0,1,7
524,TR 1. F84,Photographische Correspondenz,Emil Hornig,1872,None,258b,Simonau & Toovey,Woodburytype,specimens_resized/524_S.JPG,specimens_resized_panel/524_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/524_S.JPG,247.0,0.04264597250247997,0.59016796875,3,3,2,7,7,7,4
525,TR 1. F84,Photographische Correspondenz,Emil Hornig,1872,None,260b,K. Krziwanek,Albumen silver print,specimens_resized/525_S.JPG,specimens_resized_panel/525_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/525_S.JPG,43.0,0.12992133394898087,0.5948724949538639,2,3,2,7,7,0,5
526,TR 1. F84,Photographische Correspondenz,Emil Hornig,1872,None,261b,Th. Creifelds,Collotype,specimens_resized/526_S.JPG,specimens_resized_panel/526_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/526_S.JPG,233.0,0.10081403823903014,0.5959162341407152,7,3,2,7,7,1,1
527,TR 1. F84,Photographische Correspondenz,Emil Hornig,1872,None,262b,K. Krziwanek,Albumen silver print,specimens_resized/527_S.JPG,specimens_resized_panel/527_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/527_S.JPG,51.0,0.14944592044329572,0.5991636986825979,9,3,2,7,7,0,7
528,TR 1. F84,Photographische Correspondenz,Emil Hornig,1872,None,264b,K. Krziwanek,Albumen silver print,specimens_resized/528_S.JPG,specimens_resized_panel/528_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/528_S.JPG,54.0,0.12762318568856626,0.5574237898284313,11,3,2,7,7,0,0
529,TR 1. F84,Photographische Correspondenz,Emil Hornig,1872,None,267b,None,Collotype,specimens_resized/529_S.JPG,specimens_resized_panel/529_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/529_S.JPG,317.0,0.08020465251974346,0.5605870863970588,11,3,2,7,0,1,0
530,TR 1. F84,Photographische Correspondenz,Emil Hornig,1873,None,54b,J. Lowy,Collotype,specimens_resized/530_S.JPG,specimens_resized_panel/530_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/530_S.JPG,41.0,0.048946879220833635,0.5848918618373273,8,3,2,7,7,1,6
531,TR 1. F84,Photographische Correspondenz,Emil Hornig,1873,None,80b,K. Krziwanek,Albumen silver print,specimens_resized/531_S.JPG,specimens_resized_panel/531_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/531_S.JPG,31.0,0.03555768145849028,0.5818505064062661,9,3,2,7,7,0,7
532,TR 1. F84,Photographische Correspondenz,Emil Hornig,1873,None,116b,None,Collotype,specimens_resized/532_S.JPG,specimens_resized_panel/532_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/532_S.JPG,226.0,0.031001455792644288,0.6115339885954382,9,3,2,7,0,1,7
533,TR 1. F84,Photographische Correspondenz,Emil Hornig,1873,None,177b,A.L. Koppe,Collotype,specimens_resized/533_S.JPG,specimens_resized_panel/533_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/533_S.JPG,223.0,0.14718492198518934,0.6295430548631882,9,3,2,7,7,1,7
534,TR 1. F84,Photographische Correspondenz,Emil Hornig,1873,None,196b,C.W. Jacobi,Collotype,specimens_resized/534_S.JPG,specimens_resized_panel/534_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/534_S.JPG,338.0,0.05635757780967066,0.5882921804789625,7,3,2,7,7,1,1
535,TR 1. F84,Photographische Correspondenz,Emil Hornig,1873,None,236b,Frisch & Co.,Collotype,specimens_resized/535_S.JPG,specimens_resized_panel/535_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/535_S.JPG,205.0,0.06786068426198585,0.5597924325980392,11,3,2,7,7,1,0
536,TR 1. F84,Photographische Correspondenz,Emil Hornig,1874,None,90b,J.B. Obernetter,Photolithograph,specimens_resized/536_S.JPG,specimens_resized_panel/536_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/536_S.JPG,252.0,0.039493849151095495,0.5685647912755527,9,3,2,6,3,5,7
537,TR 1. F84,Photographische Correspondenz,Emil Hornig,1874,None,108b,G. Scamoni ,Photogravure,specimens_resized/537_S.JPG,specimens_resized_panel/537_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/537_S.JPG,244.0,0.04082231127616045,0.5963561978658867,11,3,2,6,7,2,0
538,TR 1. F84,Photographische Correspondenz,Emil Hornig,1874,None,128b,Lefmann & Lourdel,Photolithograph,specimens_resized/538_S.JPG,specimens_resized_panel/538_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/538_S.JPG,247.0,0.04267792729673344,0.5799571564737006,11,3,2,6,7,5,0
539,TR 1. F84,Photographische Correspondenz,Emil Hornig,1874,None,168b,K.K. Militar-Geographischen Institut ,Photogravure,specimens_resized/539_S.JPG,specimens_resized_panel/539_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/539_S.JPG,276.0,0.024077101081716783,0.5745816312636165,8,3,2,6,7,2,6
540,TR 1. F84,Photographische Correspondenz,Emil Hornig,1874,None,188b,E. H. Jacobi,Collotype,specimens_resized/540_S.JPG,specimens_resized_panel/540_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/540_S.JPG,59.0,0.04891434010527946,0.6283920387816585,3,3,2,6,7,1,4
541,TR 1. F84,Photographische Correspondenz,Emil Hornig,1874,None,backmatter,Sebastianutti,Collotype,specimens_resized/541_S.JPG,specimens_resized_panel/541_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/541_S.JPG,253.0,0.07804675428791259,0.5751227085886438,3,3,2,6,7,1,4
542,TR 1. F84,Photographische Correspondenz,Emil Hornig,1875,None,115b,Gemoser & Waltl,Collotype,specimens_resized/542_S.JPG,specimens_resized_panel/542_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/542_S.JPG,262.0,0.05829583324222365,0.5553091809640524,9,3,2,7,7,1,7
543,TR 1. F84,Photographische Correspondenz,Emil Hornig,1875,None,132b,C.H. Jacobi,Collotype,specimens_resized/543_S.JPG,specimens_resized_panel/543_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/543_S.JPG,312.0,0.05340643668950778,0.5505763835139319,10,3,2,7,7,1,7
544,TR 1. F84,Photographische Correspondenz,Emil Hornig,1875,None,168b,Th. Creifelds,Collotype,specimens_resized/544_S.JPG,specimens_resized_panel/544_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/544_S.JPG,342.0,0.0518782946994291,0.6001105787260259,8,3,2,7,7,1,6
545,TR 1. F84,Photographische Correspondenz,Emil Hornig,1875,None,206b,Amand-Durand,Photogravure,specimens_resized/545_S.JPG,specimens_resized_panel/545_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/545_S.JPG,241.0,0.04549593632372294,0.5842431301224194,3,3,2,7,7,2,4
546,TR 1. F84,Photographische Correspondenz,Emil Hornig,1875,None,226b,Gemoser & Waltl,Collotype,specimens_resized/546_S.JPG,specimens_resized_panel/546_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/546_S.JPG,260.0,0.03352597277593082,0.5774920897031128,9,3,2,7,7,1,7
547,TR 1. F84,Photographische Correspondenz,Emil Hornig,1875,None,277b,Rommler & Jonas,Collotype,specimens_resized/547_S.JPG,specimens_resized_panel/547_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/547_S.JPG,255.0,0.09285773945112834,0.5847225526239908,11,3,2,7,7,1,0
548,TR 1. F84,Photographische Correspondenz,Emil Hornig,1876,None,36b,Strumper & Co.,Collotype,specimens_resized/548_S.JPG,specimens_resized_panel/548_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/548_S.JPG,3.0,0.1288570151926502,0.47580544646836,7,3,2,5,7,1,1
549,TR 1. F84,Photographische Correspondenz,Emil Hornig,1876,None,56b,C.L. Zamarski's Alterier,Photogravure,specimens_resized/549_S.JPG,specimens_resized_panel/549_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/549_S.JPG,33.0,0.045129878460550936,0.6059232587265675,3,3,2,5,7,2,4
550,TR 1. F84,Photographische Correspondenz,Emil Hornig,1876,None,76b,C.H. Jacobi,Collotype,specimens_resized/550_S.JPG,specimens_resized_panel/550_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/550_S.JPG,317.0,0.06826464497002896,0.5146080520276293,11,3,2,5,7,1,0
551,TR 1. F84,Photographische Correspondenz,Emil Hornig,1876,None,96b,Rommler & Jonas,Collotype,specimens_resized/551_S.JPG,specimens_resized_panel/551_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/551_S.JPG,21.0,0.05404339823430236,0.5850313253643703,11,3,2,5,7,1,0
552,TR 1. F84,Photographische Correspondenz,Emil Hornig,1876,None,116b,Joseph Leipold,Photogravure,specimens_resized/552_S.JPG,specimens_resized_panel/552_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/552_S.JPG,245.0,0.032173482348548665,0.5370872341422909,3,3,2,5,7,2,4
553,TR 1. F84,Photographische Correspondenz,Emil Hornig,1876,None,136b,J.B. Obernetter,Collotype,specimens_resized/553_S.JPG,specimens_resized_panel/553_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/553_S.JPG,315.0,0.06803801760270695,0.5315512936458007,11,3,2,5,3,1,0
554,TR 1. F84,Photographische Correspondenz,Emil Hornig,1876,None,160b,C.H. Jacobi,Collotype,specimens_resized/554_S.JPG,specimens_resized_panel/554_S.JPG,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/554_S.JPG,331.0,0.06761616910473996,0.5568771063112745,11,3,2,5,7,1,0
